card_id,playerClass,type,name,set,text,mana cost,attack,health,rarity,collectible,flavor,sentiment
AT_057,HUNTER,MINION,Stablemaster,TGT,<b>Battlecry:</b> Give a friendly Beast <b>Immune</b> this turn.,3,4,2,EPIC,TRUE,"Takes way better care of her pets than her brother, Unstablemaster.",very positive
CS2_124,NEUTRAL,MINION,Wolfrider,CORE,<b>Charge</b>,3,3,1,FREE,TRUE,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",positive
CFM_900,WARLOCK,MINION,Unlicensed Apothecary,GANGS,"Whenever you summon a minion, deal 5 damage to your Hero.",3,5,5,EPIC,TRUE,Get the ingredients wrong on ONE healing potion and they take your license. What a world!,very negative
OG_152,NEUTRAL,MINION,Grotesque Dragonhawk,OG,<b>Windfury</b>,7,5,5,COMMON,TRUE,"They say that ""grotesque is in the eye of the beholder,"" but that's just because they've never seen a Grotesque Dragonhawk. Yikes!",very negative
CS1_112,PRIEST,SPELL,Holy Nova,CORE,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,5,0,0,COMMON,TRUE,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",neutral
CS2_234,PRIEST,SPELL,Shadow Word: Pain,CORE,Destroy a minion with 3 or less Attack.,2,0,0,FREE,TRUE,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",very negative
CFM_334,HUNTER,SPELL,Smuggler's Crate,GANGS,Give a random Beast in your hand +2/+2.,1,0,0,COMMON,TRUE,Are you sure these are the crates that are supposed to go to the Gadgetzan petting zoo?,very negative
NEW1_023,NEUTRAL,MINION,Faerie Dragon,EXPERT1,Can't be targeted by spells or Hero Powers.,2,3,2,COMMON,TRUE,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,very positive
CFM_663,WARLOCK,MINION,Kabal Trafficker,GANGS,"[x]At the end of your turn,
add a random Demon
to your hand.",6,6,6,EPIC,TRUE,She ships illicit mana crystals around the world in packages marked: FUNNEL CAKE.,very negative
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6,1,1,COMMON,TRUE,"""It'd be a shame if someone disenchanted those Legendaries.""",negative
CFM_305,PALADIN,SPELL,Smuggler's Run,GANGS,Give all minions in your hand +1/+1.,1,0,0,COMMON,TRUE,"One of the most famous busts in Gadgetzans history happened on Smugglers Run, where Sergeant Sally apprehended a cadre of Grimy Goons transporting a massive number of illegal fish heads.",very negative
CS2_065,WARLOCK,MINION,Voidwalker,CORE,<b>Taunt</b>,1,1,3,FREE,TRUE,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",very negative
CS2_007,DRUID,SPELL,Healing Touch,CORE,Restore #8 Health.,3,0,0,FREE,TRUE,"8 Health, no waiting.",very positive
DS1_175,HUNTER,MINION,Timber Wolf,CORE,Your other Beasts have +1 Attack.,1,1,1,FREE,TRUE,Other beasts totally dig hanging out with timber wolves.,very negative
GVG_101,PALADIN,MINION,Scarlet Purifier,GVG,<b>Battlecry:</b> Deal 2 damage to all minions with <b>Deathrattle</b>.,3,4,3,RARE,TRUE,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",neutral
EX1_398,WARRIOR,MINION,Arathi Weaponsmith,EXPERT1,<b>Battlecry:</b> Equip a 2/2 weapon.,4,3,3,COMMON,TRUE,"50% off fist weapons, limited time only!",very negative
EX1_597,NEUTRAL,MINION,Imp Master,EXPERT1,"[x]At the end of your turn, deal
1 damage to this minion
 and summon a 1/1 Imp.",3,1,5,RARE,TRUE,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,neutral
CS2_151,NEUTRAL,MINION,Silver Hand Knight,EXPERT1,<b>Battlecry:</b> Summon a 2/2 Squire.,5,4,4,COMMON,TRUE,It's good to be a knight.   Less so to be one's squire.,neutral
EX1_161,DRUID,SPELL,Naturalize,EXPERT1,"Destroy a minion.
Your opponent draws 2 cards.",1,0,0,COMMON,TRUE,Another one bites the dust.,very negative
GVG_046,HUNTER,MINION,King of Beasts,GVG,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,5,2,6,RARE,TRUE,He never sleeps.  Not even in the mighty jungle.,very negative
EX1_165,DRUID,MINION,Druid of the Claw,EXPERT1,<b>Choose One -</b> <b>Charge</b>; or +2 Health and <b>Taunt</b>.,5,4,4,COMMON,TRUE,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,very negative
LOE_061,NEUTRAL,MINION,Anubisath Sentinel,LOE,<b>Deathrattle:</b> Give a random friendly minion +3/+3.,5,4,4,COMMON,TRUE,He's actually a 1/1 who picked up the hammer from the last guy.,very negative
OG_006,PALADIN,MINION,Vilefin Inquisitor,OG,<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.',1,1,3,EPIC,TRUE,Nobody expects the Vilefin Inquisition!,very negative
AT_081,PALADIN,MINION,Eadric the Pure,TGT,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",7,3,7,LEGENDARY,TRUE,Nobody rocks a monocle like Eadric.,very negative
FP1_009,NEUTRAL,MINION,Deathlord,NAXX,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,3,2,8,RARE,TRUE,"""Rise from your grave!"" - Kel'Thuzad",very positive
KAR_061,NEUTRAL,MINION,The Curator,KARA,"<b>Taunt</b>
<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.",7,4,6,LEGENDARY,TRUE,"The Curator guards Azeroths deadliest creatures, but its secretly terrified of squirrels.",neutral
CFM_328,NEUTRAL,MINION,Fight Promoter,GANGS,"[x]<b>Battlecry:</b> If you control
a minion with 6 or more
 Health, draw two cards.",6,4,4,EPIC,TRUE,"""Yeah, I can get you Knuckles.  No, no, he's been clean for *weeks*.""",negative
OG_149,WARRIOR,MINION,Ravaging Ghoul,OG,<b>Battlecry:</b> Deal 1 damage to all other minions.,3,3,3,COMMON,TRUE,"But goes by ""Ravishing Ghoul"" when he hits the club.",neutral
KAR_094,ROGUE,MINION,Deadly Fork,KARA,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,3,3,2,COMMON,TRUE,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",neutral
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3,3,3,RARE,TRUE,"If you think her job is easy, YOU try falling asleep on cue.",neutral
EX1_033,NEUTRAL,MINION,Windfury Harpy,EXPERT1,<b>Windfury</b>,6,4,5,COMMON,TRUE,Harpies are not pleasant sounding.  That's the nicest I can put it.,neutral
EX1_405,NEUTRAL,MINION,Shieldbearer,EXPERT1,<b>Taunt</b>,1,0,4,COMMON,TRUE,Have you seen the size of the shields in this game??  This is no easy job.,negative
OG_220,WARRIOR,MINION,Malkorok,OG,<b>Battlecry:</b> Equip a random weapon.,7,6,5,LEGENDARY,TRUE,Garrosh's best buddy. It's true. Look it up.,very positive
DS1_188,HUNTER,WEAPON,Gladiator's Longbow,EXPERT1,Your hero is <b>Immune</b> while attacking.,7,5,0,EPIC,TRUE,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,positive
AT_096,NEUTRAL,MINION,Clockwork Knight,TGT,<b>Battlecry:</b> Give a friendly Mech +1/+1.,5,5,5,COMMON,TRUE,It takes a lot to wind him up.,neutral
EX1_562,NEUTRAL,MINION,Onyxia,EXPERT1,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,9,8,8,LEGENDARY,TRUE,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,positive
CFM_335,HUNTER,MINION,Dispatch Kodo,GANGS,<b>Battlecry:</b> Deal damage equal to this minion's Attack.,4,2,4,RARE,TRUE,"""Crime reported at First Bank of Gadgetzan.  Huge quantities of Jade being carried away by what looks like a bunch of Hozen.  Kodo 77 can you make it over there now?""",very negative
EX1_536,HUNTER,WEAPON,Eaglehorn Bow,EXPERT1,"[x]Whenever a friendly
<b>Secret</b> is revealed,
gain +1 Durability.",3,3,0,RARE,TRUE,First Lesson: Put the pointy end in the other guy.,positive
AT_091,NEUTRAL,MINION,Tournament Medic,TGT,<b>Inspire:</b> Restore 2 Health to your hero.,4,1,8,COMMON,TRUE,The medic tournament is less entertaining than the Grand Tournament.,neutral
CS2_003,PRIEST,SPELL,Mind Vision,CORE,Put a copy of a random card in your opponent's hand into your hand.,1,0,0,COMMON,TRUE,I see what you did there.,very positive
EX1_089,NEUTRAL,MINION,Arcane Golem,EXPERT1,<b>Battlecry:</b> Give your opponent a Mana Crystal.,3,4,4,RARE,TRUE,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",very positive
EX1_310,WARLOCK,MINION,Doomguard,EXPERT1,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,5,5,7,RARE,TRUE,Summoning a doomguard is risky. <i>Someone</i> is going to die.,very negative
EX1_019,NEUTRAL,MINION,Shattered Sun Cleric,CORE,<b>Battlecry:</b> Give a friendly minion +1/+1.,3,3,2,COMMON,TRUE,They always have a spare flask of Sunwell Energy Drink!,very positive
EX1_345,PRIEST,SPELL,Mindgames,EXPERT1,"Put a copy of
a random minion from
your opponent's deck into the battlefield.",4,0,0,EPIC,TRUE,Sometimes it feels like this is all a game.,neutral
EX1_274,MAGE,MINION,Ethereal Arcanist,EXPERT1,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",4,3,3,RARE,TRUE,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,positive
AT_104,PALADIN,MINION,Tuskarr Jouster,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",5,5,5,RARE,TRUE,Just could not be talked out of using his turtle for the joust...,negative
FP1_018,MAGE,SPELL,Duplicate,NAXX,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",3,0,0,COMMON,TRUE,The one time when duping cards won't get your account banned!,very negative
EX1_023,NEUTRAL,MINION,Silvermoon Guardian,EXPERT1,<b>Divine Shield</b>,4,3,3,COMMON,TRUE,"The first time they tried to guard Silvermoon against the scourge, it didnt go so well",negative
EX1_136,PALADIN,SPELL,Redemption,EXPERT1,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",1,0,0,COMMON,TRUE,I am not sure how you get demptioned the first time.  Its a mystery!,negative
BRM_004,PRIEST,MINION,Twilight Whelp,BRM,"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.",1,2,1,COMMON,TRUE,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",neutral
EX1_103,NEUTRAL,MINION,Coldlight Seer,EXPERT1,<b>Battlecry:</b> Give your other Murlocs +2 Health.,3,2,3,RARE,TRUE,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",neutral
CS2_059,WARLOCK,MINION,Blood Imp,EXPERT1,"[x]  <b>Stealth</b>. At the end of your  
turn, give another random
 friendly minion +1 Health.",1,0,1,COMMON,TRUE,Imps are content to hide and viciously taunt everyone nearby.,positive
EX1_608,MAGE,MINION,Sorcerer's Apprentice,EXPERT1,Your spells cost (1) less.,2,3,2,COMMON,TRUE,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",very positive
EX1_590,NEUTRAL,MINION,Blood Knight,EXPERT1,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,3,3,3,EPIC,TRUE,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",very positive
OG_209,SHAMAN,MINION,Hallazeal the Ascended,OG,"Whenever your spells deal damage, restore that much Health to your hero.",5,4,6,LEGENDARY,TRUE,Hallazeals all your dallazamage.,very positive
BRM_006,WARLOCK,MINION,Imp Gang Boss,BRM,"Whenever this minion takes damage, summon a 1/1 Imp.",3,2,4,COMMON,TRUE,"His imp gang likes to sneak into Stormwind to spraypaint ""Ragnaros Rulez"" on the Mage Tower.",positive
EX1_032,NEUTRAL,MINION,Sunwalker,EXPERT1,"<b>Taunt</b>
<b>Divine Shield</b>",6,4,5,RARE,TRUE,She doesnt ACTUALLY walk on the Sun.  It's just a name.  Dont worry!,very negative
AT_008,MAGE,MINION,Coldarra Drake,TGT,You can use your Hero Power any number of times.,6,6,6,EPIC,TRUE,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",neutral
CFM_659,NEUTRAL,MINION,Gadgetzan Socialite,GANGS,<b>Battlecry:</b> Restore 2 Health.,2,2,2,COMMON,TRUE,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",neutral
LOE_007,WARLOCK,SPELL,Curse of Rafaam,LOE,"Give your opponent a 'Cursed!' card.
While they hold it, they take 2 damage on their turn.",2,0,0,COMMON,TRUE,This is what happens when Rafaam stubs his toe unexpectedly.,very negative
GVG_029,SHAMAN,SPELL,Ancestor's Call,GVG,Put a random minion from each player's hand into the battlefield.,4,0,0,EPIC,TRUE,"""Hey! Ancestors!"" - Ancestor's call",very positive
CFM_066,MAGE,MINION,Kabal Lackey,GANGS,"[x]<b>Battlecry:</b> The next <b>Secret</b>
you play this turn costs (0).",1,2,1,COMMON,TRUE,I'll tell you one thing he doesn't lack: GUMPTION.,positive
EX1_145,ROGUE,SPELL,Preparation,EXPERT1,The next spell you cast this turn costs (3) less.,0,0,0,EPIC,TRUE,"""Be Prepared"" - Rogue Motto",very positive
GVG_073,HUNTER,SPELL,Cobra Shot,GVG,Deal $3 damage to a minion and the enemy hero.,5,0,0,COMMON,TRUE,"""Cobra Shot"" hurts way, way, way more than ""Cobra Cuddle.""",very negative
EX1_557,NEUTRAL,MINION,Nat Pagle,EXPERT1,"At the start of your turn, you have a 50% chance to draw an extra card.",2,0,4,LEGENDARY,TRUE,"Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).",very positive
AT_047,SHAMAN,MINION,Draenei Totemcarver,TGT,<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,4,4,4,RARE,TRUE,It's nice to find a real craftsman in this day and age of mass-produced totems.,very positive
KAR_029,NEUTRAL,MINION,Runic Egg,KARA,<b>Deathrattle:</b> Draw a card.,1,0,2,COMMON,TRUE,Oh man! Runic omelettes are the best!,very positive
BRM_028,NEUTRAL,MINION,Emperor Thaurissan,BRM,"At the end of your turn, reduce the Cost of cards in your hand by (1).",6,5,5,LEGENDARY,TRUE,His second greatest regret is summoning an evil Firelord who enslaved his entire people.,very positive
LOE_017,PALADIN,MINION,Keeper of Uldaman,LOE,<b>Battlecry:</b> Set a minion's Attack and Health to 3.,4,3,4,COMMON,TRUE,"U da man!  No, U da man!",very negative
EX1_350,PRIEST,MINION,Prophet Velen,EXPERT1,Double the damage and healing of your spells and Hero Power.,7,7,7,LEGENDARY,TRUE,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",neutral
KAR_095,NEUTRAL,MINION,Zoobot,KARA,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.",3,3,3,COMMON,TRUE,The Murloc is taking the picture.,positive
AT_078,PALADIN,SPELL,Enter the Coliseum,TGT,Destroy all minions except each player's highest Attack minion.,6,0,0,EPIC,TRUE,You have to get past the vendors first.  So many are lost to shopping...,very negative
OG_222,PALADIN,WEAPON,Rallying Blade,OG,<b>Battlecry:</b> Give +1/+1 to your minions with <b>Divine Shield</b>.,3,3,0,RARE,TRUE,"As far as blades go, this one is pretty great in the motivation department.",positive
AT_130,WARRIOR,MINION,Sea Reaver,TGT,"When you draw this, deal 1 damage to your minions.",6,6,7,EPIC,TRUE,A little better than Sea Minus Reaver.,positive
NEW1_029,NEUTRAL,MINION,Millhouse Manastorm,EXPERT1,<b>Battlecry:</b> Enemy spells cost (0) next turn.,2,4,4,LEGENDARY,TRUE,"""I'm gonna light you up, sweetcheeks!""",very positive
EX1_396,NEUTRAL,MINION,Mogu'shan Warden,EXPERT1,<b>Taunt</b>,4,1,7,COMMON,TRUE,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,very positive
NEW1_037,NEUTRAL,MINION,Master Swordsmith,EXPERT1,"At the end of your turn, give another random friendly minion +1 Attack.",2,1,3,RARE,TRUE,"He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",negative
NEW1_005,ROGUE,MINION,Kidnapper,EXPERT1,<b>Combo:</b> Return a minion to its owner's hand.,6,5,3,EPIC,TRUE,He just wants people to see his vacation photos.,positive
CFM_661,PRIEST,SPELL,Pint-Size Potion,GANGS,"[x]Give all enemy minions
-3 Attack this turn only.",1,0,0,RARE,TRUE,I hope you didn't disenchant your Shadow Word: Horror!,very negative
EX1_522,ROGUE,MINION,Patient Assassin,EXPERT1,<b>Stealth</b>. Destroy any minion damaged by this minion.,2,1,1,EPIC,TRUE,Hes not really that patient. It just takes a while for someone to walk by that he can actually reach.,neutral
OG_121,WARLOCK,MINION,Cho'gall,OG,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,7,7,7,LEGENDARY,TRUE,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",very positive
AT_122,NEUTRAL,MINION,Gormok the Impaler,TGT,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",4,4,4,LEGENDARY,TRUE,Gormok has been giving impaling lessons in a small tent near the tournament grounds.  For only 25g you too could learn the fine art of impaling!,positive
OG_161,NEUTRAL,MINION,Corrupted Seer,OG,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,6,2,3,RARE,TRUE,"For seers, it's very handy to have your crystal ball hanging right in front of your face.",positive
CFM_060,NEUTRAL,MINION,Red Mana Wyrm,GANGS,"Whenever  you cast a spell, gain +2 Attack.",5,2,6,COMMON,TRUE,"It has double the Attack.  ""Go on.""  And double the Health.  ""Yes??""  And its trigger has twice the effect.  ""WHAT???""  And it costs  Five times more.",negative
GVG_013,NEUTRAL,MINION,Cogmaster,GVG,Has +2 Attack while you have a Mech.,1,1,2,COMMON,TRUE,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",negative
EX1_301,WARLOCK,MINION,Felguard,EXPERT1,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.",3,3,5,RARE,TRUE,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",neutral
AT_098,NEUTRAL,MINION,Sideshow Spelleater,TGT,<b>Battlecry:</b> Copy your opponent's Hero Power.,6,6,5,EPIC,TRUE,Hey!  Let me try that...,very negative
EX1_614,NEUTRAL,MINION,Illidan Stormrage,EXPERT1,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",6,7,5,LEGENDARY,TRUE,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",negative
AT_072,WARRIOR,MINION,Varian Wrynn,TGT,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.",10,7,7,LEGENDARY,TRUE,"Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.",very positive
GVG_039,SHAMAN,MINION,Vitality Totem,GVG,"At the end of your turn, restore 4 Health to your hero.",2,0,3,RARE,TRUE,You can usually find these at the totemist's market on Saturdays.,positive
BRM_027,NEUTRAL,MINION,Majordomo Executus,BRM,"<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.",9,9,7,LEGENDARY,TRUE,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",very positive
EX1_414,WARRIOR,MINION,Grommash Hellscream,EXPERT1,"<b>Charge</b>
<b>Enrage:</b> +6 Attack",8,4,9,LEGENDARY,TRUE,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",negative
CFM_634,ROGUE,MINION,Lotus Assassin,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",5,5,5,EPIC,TRUE,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",very negative
LOE_021,HUNTER,SPELL,Dart Trap,LOE,"<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy.",2,0,0,COMMON,TRUE,Five years of tap-dancing lessons are FINALLY going to pay off!,very positive
EX1_044,NEUTRAL,MINION,Questing Adventurer,EXPERT1,"Whenever you play a card, gain +1/+1.",3,2,2,RARE,TRUE,"""Does anyone have some extra Boar Pelts?""",very negative
OG_339,NEUTRAL,MINION,Skeram Cultist,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,6,7,6,RARE,TRUE,"Just before he comes into play, there is an AWESOME training montage with C'Thun.",very positive
OG_116,WARLOCK,SPELL,Spreading Madness,OG,Deal $9 damage randomly split among ALL characters.,3,0,0,RARE,TRUE,Most citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.,very positive
CFM_851,NEUTRAL,MINION,Daring Reporter,GANGS,"Whenever your opponent draws a card, gain +1/+1.",4,3,3,COMMON,TRUE,She's working on a story!  While skydiving!,positive
CFM_902,NEUTRAL,MINION,Aya Blackpaw,GANGS,<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.,6,5,3,LEGENDARY,TRUE,"Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.",positive
AT_064,WARRIOR,SPELL,Bash,TGT,"Deal $3 damage.
Gain 3 Armor.",3,0,0,COMMON,TRUE,You might think bashing doesn't take a lot of practice.  It doesn't.,negative
GVG_085,NEUTRAL,MINION,Annoy-o-Tron,GVG,"<b>Taunt</b>
<b>Divine Shield</b>",2,1,2,COMMON,TRUE,"The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether.",very negative
CFM_808,NEUTRAL,MINION,"Genzo, the Shark",GANGS,"Whenever this attacks, both players draw until they have 3 cards.",4,5,4,LEGENDARY,TRUE,"Infamous in the seedy underground card rooms of Gadgetzan, he got his nickname winning the coveted Shark Plushie in the city's first Hearthstone tournament.",very negative
CS2_150,NEUTRAL,MINION,Stormpike Commando,CORE,<b>Battlecry:</b> Deal 2 damage.,5,4,2,COMMON,TRUE,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,positive
AT_074,PALADIN,SPELL,Seal of Champions,TGT,"Give a minion
+3 Attack and <b>Divine Shield</b>.",3,0,0,COMMON,TRUE,"""Arf! Arf! Arf!"" - Seal of Champions",very positive
CS2_045,SHAMAN,SPELL,Rockbiter Weapon,CORE,Give a friendly character +3 Attack this turn.,2,0,0,FREE,TRUE,This would be real handy if your enemy is made of rock.,neutral
NEW1_019,NEUTRAL,MINION,Knife Juggler,EXPERT1,"[x]After you summon a
minion, deal 1 damage
to a random enemy.",2,2,2,RARE,TRUE,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,neutral
GVG_079,NEUTRAL,MINION,Force-Tank MAX,GVG,<b>Divine Shield</b>,8,7,7,COMMON,TRUE,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",neutral
EX1_012,NEUTRAL,MINION,Bloodmage Thalnos,EXPERT1,<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.,2,1,1,LEGENDARY,TRUE,He's in charge of the Annual Scarlet Monastery Blood Drive!,very positive
OG_195,DRUID,SPELL,Wisps of the Old Gods,OG,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,7,0,0,EPIC,TRUE,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",neutral
DS1_185,HUNTER,SPELL,Arcane Shot,CORE,Deal $2 damage.,1,0,0,FREE,TRUE,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",negative
OG_309,HUNTER,MINION,Princess Huhuran,OG,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.,5,6,5,LEGENDARY,TRUE,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",positive
OG_273,PALADIN,SPELL,Stand Against Darkness,OG,Summon five 1/1 Silver Hand Recruits.,5,0,0,COMMON,TRUE,"Or if you're too tired, you can just kind of lean against the darkness.",neutral
AT_110,NEUTRAL,MINION,Coliseum Manager,TGT,<b>Inspire:</b> Return this minion to your hand.,3,2,5,RARE,TRUE,Meets monthly with the gladiators to discuss career goals.,positive
OG_271,NEUTRAL,MINION,Scaled Nightmare,OG,"At the start of your turn, double this minion's Attack.",6,2,8,EPIC,TRUE,I like it because it scales.,positive
GVG_014,PRIEST,MINION,Vol'jin,GVG,<b>Battlecry:</b> Swap Health with another minion.,5,6,2,LEGENDARY,TRUE,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",neutral
EX1_245,SHAMAN,SPELL,Earth Shock,EXPERT1,"<b>Silence</b> a minion, then deal $1 damage to it.",1,0,0,COMMON,TRUE,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",very negative
OG_104,PRIEST,SPELL,Embrace the Shadow,OG,"This turn, your healing effects deal damage instead.",2,0,0,EPIC,TRUE,For when your Auchenai Soulpriests call in sick.,very positive
FP1_005,NEUTRAL,MINION,Shade of Naxxramas,NAXX,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",3,2,2,EPIC,TRUE,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,very negative
NEW1_036,WARRIOR,SPELL,Commanding Shout,EXPERT1,Your minions can't be reduced below 1 Health this turn. Draw a card.,2,0,0,RARE,TRUE,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",very negative
CS2_161,NEUTRAL,MINION,Ravenholdt Assassin,EXPERT1,<b>Stealth</b>,7,7,5,RARE,TRUE,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",very negative
AT_120,NEUTRAL,MINION,Frost Giant,TGT,Costs (1) less for each time you used your Hero Power this game.,10,8,8,EPIC,TRUE,Don't ask him about the beard.  JUST DON'T.,very negative
OG_080,ROGUE,MINION,"Xaril, Poisoned Mind",OG,<b>Battlecry and Deathrattle:</b> Add a random Toxin card to your hand.,4,3,2,LEGENDARY,TRUE,It's basically your own fault if you go around drinking weird green potions handed out by creepy mantid dudes.,very negative
BRM_025,NEUTRAL,MINION,Volcanic Drake,BRM,Costs (1) less for each minion that died this turn.,6,6,4,COMMON,TRUE,Volcanic Drakes breathe lava instead of fire. The antacid vendor at Thorium Point does a brisk business with them.,positive
EX1_573,DRUID,MINION,Cenarius,EXPERT1,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,9,5,8,LEGENDARY,TRUE,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",very negative
AT_079,PALADIN,MINION,Mysterious Challenger,TGT,<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.,6,6,6,EPIC,TRUE,"He may sound surly and antisocial, but he's actually just really shy.",neutral
GVG_006,NEUTRAL,MINION,Mechwarper,GVG,Your Mechs cost (1) less.,2,2,3,COMMON,TRUE,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,negative
EX1_354,PALADIN,SPELL,Lay on Hands,EXPERT1,Restore #8 Health. Draw 3 cards.,8,0,0,EPIC,TRUE,A grammatically awkward life saver.,negative
